,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
90,91,20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,14,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,4,1,0,1040,0,0,1040,0,0,1,0,2,1,3,4,5,0,5,1950.0,2,2,420,4,4,2,0,29,0,0,0,0,7,2006,8,4,109900
91,92,20,3,85.0,8500,1,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,0,203.0,3,4,1,3,3,3,4,600,5,0,635,1235,0,4,1,4,1235,0,0,1235,0,0,1,0,2,1,3,6,5,0,1,1961.0,2,2,480,4,4,2,0,0,0,0,0,0,12,2006,8,0,98600
92,93,30,3,80.0,13360,1,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,1,13,14,2,0.0,3,2,0,2,3,3,0,713,5,0,163,876,0,0,1,4,964,0,0,964,1,0,1,0,2,1,3,5,5,0,5,1921.0,2,2,432,4,4,2,0,0,44,0,0,0,8,2009,8,4,163500
93,94,190,0,60.0,7200,1,3,3,0,0,0,17,2,2,1,4,6,6,1910,1998,3,1,8,8,2,0.0,3,4,0,3,0,2,4,1046,5,0,168,1214,1,0,0,4,1260,1031,0,2291,0,1,2,0,4,2,3,9,5,1,5,1900.0,2,2,506,4,4,2,0,0,0,0,99,0,11,2007,8,4,133900
94,95,60,3,69.0,9337,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,2,2,2,3,3,2,648,5,0,176,824,0,0,1,4,905,881,0,1786,1,0,2,1,3,1,2,7,5,0,1,1997.0,1,2,684,4,4,2,0,162,0,0,0,0,5,2007,8,4,204750
96,97,20,3,78.0,10264,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,0,0,1162,5,0,426,1588,0,0,1,4,1588,0,0,1588,0,0,2,0,3,1,2,6,5,0,1,1999.0,1,2,472,4,4,2,158,29,0,0,0,0,8,2006,8,4,214000
97,98,20,3,73.0,10921,1,3,1,0,4,0,7,2,2,0,2,4,5,1965,1965,3,1,6,6,1,48.0,3,4,1,3,3,3,4,520,5,0,440,960,0,4,1,1,960,0,0,960,1,0,1,0,3,1,3,6,5,0,1,1965.0,0,1,432,4,4,1,120,0,0,0,0,0,5,2007,8,4,94750
98,99,30,3,85.0,10625,1,3,3,0,0,0,7,2,2,0,2,5,5,1920,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,0,108,5,0,350,458,0,1,0,4,835,0,0,835,0,0,1,0,2,1,3,5,5,0,2,1920.0,2,1,366,1,4,2,0,0,77,0,0,400,5,2010,0,0,83000
99,100,20,3,77.0,9320,1,0,3,0,4,0,12,2,2,0,2,4,5,1959,1959,1,1,9,10,2,0.0,3,4,1,3,3,3,0,569,5,0,381,950,0,1,1,4,1225,0,0,1225,1,0,1,1,3,1,3,6,5,0,6,1978.5430346051464,3,0,0,5,5,2,352,0,0,0,0,400,1,2010,8,4,128950
101,102,60,3,77.0,9206,1,3,3,0,4,0,20,2,2,0,5,6,5,1985,1985,1,1,6,6,1,336.0,2,4,1,2,3,3,5,0,5,0,741,741,0,4,1,4,977,755,0,1732,0,0,2,1,3,1,2,7,5,1,1,1985.0,0,2,476,4,4,2,192,46,0,0,0,0,6,2010,8,4,178000
102,103,90,3,64.0,7018,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,2,0.0,3,1,3,4,4,4,6,0,6,0,0,0,0,4,1,4,1535,0,0,1535,0,0,2,0,4,2,3,8,5,0,1,1979.0,2,2,410,4,4,2,0,0,0,0,0,0,6,2009,8,2,118964
103,104,20,3,94.0,10402,1,0,3,0,0,0,5,2,2,0,2,7,5,2009,2009,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,1226,1226,0,0,1,4,1226,0,0,1226,0,0,2,0,3,1,2,6,5,0,1,2009.0,1,3,740,4,4,2,0,36,0,0,0,0,5,2010,8,4,198900
105,106,60,1,75.0,9375,1,3,3,0,4,0,21,2,2,0,5,8,5,2003,2004,3,1,12,13,1,768.0,2,4,2,0,3,3,5,0,5,0,1053,1053,0,0,1,4,1053,939,0,1992,0,0,2,1,3,1,2,9,5,1,1,2003.0,1,2,648,4,4,2,140,45,0,0,0,0,8,2008,8,4,250000
106,107,30,4,60.0,10800,1,3,3,0,4,0,17,2,2,0,2,4,7,1885,1995,4,1,12,13,2,0.0,3,4,0,1,3,3,5,0,5,0,641,641,0,2,1,4,1047,0,0,1047,0,0,1,0,2,1,3,6,5,0,5,1954.0,2,1,273,1,1,0,0,0,0,0,0,450,8,2007,8,4,100000
107,108,20,4,50.0,6000,1,3,3,0,4,0,17,2,2,0,2,5,5,1948,1950,1,1,12,13,2,0.0,3,4,1,3,3,3,0,104,1,169,516,789,0,0,1,4,789,0,0,789,0,0,1,0,2,1,3,5,5,0,5,1948.0,2,1,250,4,4,2,0,0,0,0,0,0,4,2008,8,5,115000
108,109,50,4,85.0,8500,1,3,3,0,0,0,9,0,2,0,0,5,7,1919,2005,1,1,5,5,2,0.0,3,4,1,3,3,3,5,0,5,0,793,793,1,4,0,1,997,520,0,1517,0,0,2,0,3,1,1,7,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,0,144,0,0,0,8,2007,8,4,115000
109,110,20,3,105.0,11751,1,0,3,0,4,0,14,2,2,0,2,6,6,1977,1977,3,1,9,10,1,480.0,3,4,1,2,3,3,1,705,5,0,1139,1844,0,0,1,4,1844,0,0,1844,0,0,2,0,3,1,3,7,5,1,1,1977.0,1,2,546,4,4,2,0,122,0,0,0,0,1,2010,0,4,190000
110,111,50,3,75.0,9525,1,3,3,0,4,0,7,2,2,0,0,6,4,1954,1972,1,1,13,14,2,0.0,3,4,1,3,0,3,4,444,5,0,550,994,0,2,1,4,1216,639,0,1855,0,0,2,0,4,1,3,7,5,0,1,1954.0,2,1,325,4,4,2,182,0,0,0,0,0,10,2006,8,4,136900
112,113,60,3,77.0,9965,1,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,12,13,3,220.0,2,4,2,0,3,0,2,984,5,0,280,1264,0,0,1,4,1282,1414,0,2696,1,0,2,1,4,1,0,10,5,1,3,2007.0,0,3,792,4,4,2,120,184,0,0,168,0,10,2007,6,5,383970
114,115,70,3,61.0,7259,1,0,3,0,4,1,6,2,2,0,5,6,8,1945,2002,2,1,13,14,2,0.0,3,4,1,3,3,3,0,774,3,150,104,1028,0,0,1,4,1436,884,0,2320,1,0,2,1,3,1,2,9,5,1,5,1945.0,2,1,180,4,4,2,224,0,0,0,0,0,7,2007,8,4,259500
115,116,160,1,34.0,3230,1,3,3,0,0,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,1129.0,3,4,2,2,3,3,2,419,5,0,310,729,0,2,1,4,729,729,0,1458,0,0,2,1,2,1,3,5,5,1,5,1999.0,2,2,440,4,4,2,0,32,0,0,0,0,6,2007,8,4,176000
117,118,20,3,74.0,8536,1,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,1125,1125,0,2,1,4,1125,0,0,1125,0,0,1,1,2,1,3,5,5,0,1,2007.0,2,2,430,4,4,2,80,64,0,0,0,0,4,2007,6,5,155000
118,119,60,3,90.0,12376,1,3,3,0,0,0,20,2,2,0,5,7,5,1990,1990,3,1,9,10,2,0.0,3,4,2,2,3,2,2,1470,5,0,203,1673,0,2,1,4,1699,1523,0,3222,1,0,3,0,5,1,2,11,5,2,1,1990.0,2,3,594,4,4,2,367,0,0,0,0,0,5,2010,8,4,320000
119,120,60,3,65.0,8461,1,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,728,728,0,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,5,1,1,2005.0,0,2,390,4,4,2,0,24,0,0,0,0,7,2006,6,5,163990
121,122,50,4,50.0,6060,1,3,3,0,4,0,9,2,2,0,0,4,5,1939,1950,1,1,0,0,2,0.0,3,4,2,3,3,3,5,0,5,0,732,732,0,2,1,4,772,351,0,1123,0,0,1,0,3,1,3,4,5,0,5,1979.0,2,1,264,4,4,1,0,0,140,0,0,0,6,2007,8,4,100000
122,123,20,3,75.0,9464,1,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135.0,3,2,1,3,3,3,1,570,5,0,510,1080,0,2,1,4,1080,0,0,1080,0,0,1,0,3,1,3,5,5,0,1,1958.0,2,1,288,4,4,2,0,0,0,0,130,0,6,2008,8,4,136000
123,124,120,3,55.0,7892,1,3,3,0,4,0,20,2,2,4,2,6,5,1993,1993,1,1,9,10,2,0.0,2,4,2,2,3,3,2,300,5,0,899,1199,0,0,1,4,1199,0,0,1199,0,0,2,0,2,1,2,5,5,0,1,1993.0,1,2,530,4,4,2,0,63,0,0,0,0,3,2008,8,4,153900
124,125,20,3,48.0,17043,1,0,3,0,1,0,14,2,2,0,2,6,5,1979,1998,1,1,6,6,2,0.0,3,2,1,2,0,3,5,0,5,0,1362,1362,0,4,1,4,1586,0,0,1586,0,0,2,0,3,1,3,7,5,1,1,1979.0,2,2,435,4,4,2,192,0,0,0,0,0,1,2009,8,4,181000
125,126,190,4,60.0,6780,1,3,3,0,4,0,9,2,2,1,0,6,8,1935,1982,1,1,13,14,2,0.0,3,1,1,3,3,0,2,490,5,0,30,520,0,2,0,4,520,0,234,754,1,0,1,0,2,1,3,5,5,0,6,1978.5430346051464,3,0,0,5,5,0,53,0,0,0,0,0,6,2006,8,4,84500
127,128,45,4,55.0,4388,1,0,0,0,4,0,17,1,2,0,1,5,7,1930,1950,1,1,14,14,2,0.0,3,2,0,3,3,3,3,116,5,0,556,672,0,0,1,4,840,0,0,840,0,0,1,0,3,1,3,5,5,1,6,1978.5430346051464,3,0,0,5,5,0,0,0,0,0,0,0,6,2007,8,4,87000
128,129,60,3,69.0,7590,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,12,13,1,266.0,3,4,1,3,3,3,1,512,5,0,148,660,0,4,1,4,660,688,0,1348,0,0,1,1,3,1,3,6,5,1,1,1966.0,1,2,453,4,4,2,188,108,0,0,0,0,7,2006,8,4,155000
129,130,20,3,69.0,8973,1,3,3,0,4,0,12,2,2,0,2,5,7,1958,1991,1,1,9,10,1,85.0,3,4,1,3,3,3,4,567,1,28,413,1008,0,4,1,0,1053,0,0,1053,0,1,1,1,3,1,0,6,5,0,0,1998.0,1,2,750,4,4,2,0,80,0,180,0,0,7,2006,8,0,150000
130,131,60,3,88.0,14200,1,3,3,0,0,0,12,2,2,0,5,7,6,1966,1966,1,1,8,8,1,309.0,3,4,1,3,3,3,4,445,5,0,479,924,0,0,1,4,1216,941,0,2157,0,0,2,1,4,1,2,8,5,2,1,1966.0,0,2,487,4,4,2,105,66,0,0,0,0,5,2006,8,4,226000
132,133,20,3,75.0,7388,1,3,3,0,0,0,12,2,2,0,2,5,6,1959,2002,1,1,8,8,2,0.0,3,4,1,3,3,3,4,405,5,0,658,1063,0,2,1,4,1327,0,0,1327,1,0,1,0,3,1,2,7,5,0,5,1974.0,2,2,624,4,4,2,0,0,0,0,0,0,7,2007,8,4,150750
134,135,20,3,78.0,10335,1,0,3,0,4,0,19,2,2,0,2,5,6,1968,1993,1,1,9,10,2,0.0,3,4,1,3,3,3,4,570,5,0,891,1461,0,2,1,4,1721,0,0,1721,0,0,2,1,3,1,3,7,2,1,1,1968.0,1,2,440,4,4,2,0,96,180,0,0,0,7,2006,8,4,180000
135,136,20,3,80.0,10400,1,3,3,0,4,0,14,2,2,0,2,7,6,1970,1970,3,1,9,10,1,288.0,3,4,2,3,3,3,5,0,5,0,1304,1304,0,2,1,4,1682,0,0,1682,0,0,2,0,3,1,3,7,5,1,1,1970.0,2,2,530,4,4,2,98,0,0,0,0,0,5,2008,8,4,174000
137,138,90,3,82.0,11070,1,3,3,0,4,0,11,2,2,2,2,7,5,1988,1989,1,1,12,13,1,70.0,3,4,1,3,3,3,5,0,5,0,1907,1907,0,2,1,4,1959,0,0,1959,0,0,3,0,5,2,3,9,5,0,0,1989.0,2,3,766,4,4,2,0,0,0,0,0,0,7,2006,8,3,171000
138,139,60,3,73.0,9066,1,0,3,0,4,0,5,2,2,0,5,8,5,1999,2000,1,1,12,13,1,320.0,2,4,2,2,3,2,2,668,5,0,336,1004,0,0,1,4,1004,848,0,1852,0,0,2,1,3,1,2,7,5,2,1,1999.0,0,3,660,4,4,2,224,106,0,0,0,0,12,2008,8,4,230000
139,140,60,3,65.0,15426,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,4,2,2,3,3,2,821,5,0,107,928,0,0,1,4,928,836,0,1764,1,0,2,1,3,1,2,7,5,0,1,1997.0,1,2,470,4,4,2,276,99,0,0,0,0,8,2009,8,4,231500
140,141,20,3,70.0,10500,1,3,3,0,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,2,0.0,3,4,1,3,3,3,0,432,5,0,432,864,0,4,1,4,864,0,0,864,0,0,1,0,3,1,3,5,5,1,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,4,2010,4,4,115000
141,142,20,3,78.0,11645,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,0,2,1300,5,0,434,1734,0,0,1,4,1734,0,0,1734,1,0,2,0,3,1,2,7,5,0,1,2005.0,0,2,660,4,4,2,160,24,0,0,0,0,1,2006,8,4,260000
142,143,50,3,71.0,8520,1,3,3,0,0,0,12,0,2,0,0,5,4,1952,1952,1,1,3,14,2,0.0,3,1,1,3,3,3,4,507,5,0,403,910,0,1,1,4,910,475,0,1385,0,0,2,0,4,1,3,6,5,0,5,2000.0,2,2,720,4,4,2,0,0,0,0,0,0,6,2010,8,4,166000
143,144,20,3,78.0,10335,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,1,2,679,5,0,811,1490,0,0,1,4,1501,0,0,1501,1,0,2,0,3,1,2,6,5,0,1,1999.0,1,2,577,4,4,2,144,29,0,0,0,0,6,2009,8,4,204000
144,145,90,4,70.0,9100,1,3,3,0,4,0,19,5,2,2,2,5,5,1963,1963,1,1,6,6,1,336.0,3,4,1,3,3,3,4,1332,5,0,396,1728,0,4,1,4,1728,0,0,1728,1,0,2,0,6,2,3,10,5,0,5,1963.0,2,2,504,4,4,2,0,0,0,0,0,0,11,2006,4,0,125000
145,146,160,4,24.0,2522,1,3,3,0,4,0,7,2,2,3,5,6,5,2004,2006,1,1,12,13,3,50.0,2,4,2,2,3,3,5,0,5,0,970,970,0,0,1,4,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,5,2004.0,2,2,380,4,4,2,0,40,0,0,0,0,4,2006,8,4,130000
146,147,30,4,51.0,6120,1,3,3,0,0,0,3,2,2,0,2,5,7,1931,1993,1,1,13,14,2,0.0,3,4,0,3,3,3,1,209,5,0,506,715,0,4,1,0,875,0,0,875,1,0,1,0,2,1,3,5,5,0,5,1931.0,2,1,180,1,4,2,48,0,0,0,0,0,11,2009,8,4,105000
148,149,20,3,63.0,7500,1,3,3,0,4,0,20,2,2,0,2,7,5,2004,2005,1,1,12,13,1,120.0,3,4,2,2,3,3,2,680,5,0,400,1080,0,0,1,4,1080,0,0,1080,1,0,1,0,3,1,2,6,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,4,2008,8,4,141000
150,151,20,3,120.0,10356,1,3,3,0,0,0,5,2,2,0,2,5,6,1975,1975,1,1,6,6,2,0.0,3,4,1,3,3,0,1,716,5,0,253,969,0,4,1,4,969,0,0,969,0,0,1,1,3,1,3,5,5,0,1,1975.0,2,2,440,4,4,2,0,0,0,0,0,0,1,2007,8,4,122000
151,152,20,3,107.0,13891,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2008,3,1,12,13,3,436.0,2,4,2,0,3,1,2,1400,5,0,310,1710,0,0,1,4,1710,0,0,1710,1,0,2,0,2,1,2,6,5,1,1,2007.0,1,3,866,4,4,2,0,102,0,0,0,0,1,2008,6,5,372402
154,155,30,4,84.0,11340,1,3,3,0,0,0,17,2,2,0,2,6,5,1923,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,1200,1200,0,4,1,0,1200,0,0,1200,0,0,1,0,4,1,3,7,5,0,5,1923.0,2,1,312,1,1,2,0,0,228,0,0,0,3,2006,8,3,125000
155,156,50,3,60.0,9600,1,3,3,0,0,0,7,0,2,0,0,6,5,1924,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,572,572,2,1,0,1,572,524,0,1096,0,0,1,0,2,1,3,5,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,8,128,0,0,0,4,2008,8,4,79000
156,157,20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,1950,3,1,13,14,2,0.0,3,4,1,4,4,4,6,0,6,0,0,0,0,4,1,1,1040,0,0,1040,0,0,1,0,2,1,3,5,5,0,5,1950.0,2,2,625,4,4,2,0,0,0,0,0,0,6,2006,8,4,109500
157,158,60,3,92.0,12003,1,3,3,0,0,0,23,2,2,0,5,8,5,2009,2010,1,1,12,13,1,84.0,2,4,2,0,3,3,5,0,5,0,774,774,0,0,1,4,774,1194,0,1968,0,0,2,1,4,1,0,8,5,1,3,2009.0,0,3,680,4,4,2,0,75,0,0,0,0,5,2010,6,5,269500
158,159,60,1,100.0,12552,1,3,3,0,0,0,21,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0.0,2,4,2,2,3,3,2,222,5,0,769,991,0,0,1,4,991,956,0,1947,0,0,2,1,3,1,2,8,5,1,1,2004.0,1,2,678,4,4,2,0,136,0,0,0,0,5,2010,8,4,254900
159,160,60,3,134.0,19378,1,0,1,0,0,0,8,2,2,0,5,7,5,2005,2006,1,1,12,13,1,456.0,2,4,2,2,3,2,2,57,5,0,1335,1392,0,0,1,4,1392,1070,0,2462,1,0,2,1,4,1,2,9,5,1,1,2006.0,1,2,576,4,4,2,239,132,0,168,0,0,3,2006,6,5,320000
161,162,60,3,110.0,13688,1,0,3,0,4,0,16,2,2,0,5,9,5,2003,2004,1,1,12,13,1,664.0,2,4,2,0,3,0,2,1016,5,0,556,1572,0,0,1,4,1572,1096,0,2668,1,0,2,1,3,1,0,10,5,2,3,2003.0,0,3,726,4,4,2,400,0,0,0,0,0,3,2008,8,4,412500
162,163,20,3,95.0,12182,1,3,3,0,0,0,16,2,2,0,2,7,5,2005,2005,1,1,12,13,1,226.0,2,4,2,2,3,2,1,1201,5,0,340,1541,0,0,1,4,1541,0,0,1541,0,0,2,0,3,1,2,7,5,1,1,2005.0,1,2,532,4,4,2,0,70,0,0,0,0,5,2010,6,5,220000
163,164,45,3,55.0,5500,1,3,3,0,4,0,17,2,2,0,1,4,6,1956,1956,1,1,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,882,882,0,0,1,4,882,0,0,882,0,0,1,0,1,1,3,4,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,0,0,0,0,0,4,2007,8,4,103200
164,165,40,4,40.0,5400,1,3,3,0,0,0,17,2,2,0,2,6,7,1926,2004,1,1,8,8,2,0.0,3,2,0,3,3,2,3,370,5,0,779,1149,0,2,1,0,1149,467,0,1616,0,0,2,0,3,1,2,5,5,0,5,1926.0,2,1,216,4,4,2,0,0,183,0,0,0,10,2007,8,4,152000
165,166,190,3,62.0,10106,1,3,3,0,4,0,7,2,2,1,0,5,7,1940,1999,1,1,13,14,2,0.0,3,2,0,3,3,3,0,351,4,181,112,644,0,2,1,4,808,547,0,1355,1,0,2,0,4,2,3,6,5,0,6,1978.5430346051464,3,0,0,5,5,2,140,0,0,0,0,0,9,2008,8,4,127500
167,168,60,3,86.0,10562,1,3,3,0,4,0,16,2,2,0,5,8,5,2007,2007,1,1,12,13,3,300.0,2,4,2,0,3,3,2,1288,5,0,294,1582,0,0,1,4,1610,551,0,2161,1,0,1,1,3,1,0,8,5,1,1,2007.0,0,3,789,4,4,2,178,120,0,0,0,0,11,2007,6,5,325624
168,169,60,3,62.0,8244,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,840,840,0,0,1,4,840,880,0,1720,0,0,2,1,3,1,2,7,5,1,1,2004.0,0,2,440,4,4,2,100,48,0,0,0,0,5,2007,8,4,183500
171,172,20,3,141.0,31770,1,0,3,0,0,0,12,2,2,0,2,6,5,1960,1960,3,1,3,10,3,112.0,3,4,1,3,1,1,1,639,5,0,441,1080,0,1,1,4,1656,0,0,1656,1,0,1,0,3,1,3,7,5,2,1,1960.0,0,2,528,4,4,1,210,62,0,0,0,0,5,2010,8,4,215000
172,173,160,3,44.0,5306,1,0,3,0,4,0,22,2,2,4,5,7,7,1987,1987,1,1,6,6,2,0.0,2,2,2,2,1,3,2,495,4,215,354,1064,0,2,1,4,1064,703,0,1767,1,0,2,0,2,1,2,5,5,1,1,1987.0,1,2,504,2,4,2,441,35,0,0,0,0,6,2006,8,4,239000
173,174,20,3,80.0,10197,1,0,3,0,4,0,12,2,2,0,2,6,5,1961,1961,1,1,14,15,0,491.0,3,4,1,3,3,3,0,288,4,374,700,1362,0,4,1,4,1362,0,0,1362,1,0,1,1,3,1,3,6,5,1,1,1961.0,2,2,504,4,4,2,0,20,0,0,0,0,6,2008,0,4,163000
174,175,20,3,47.0,12416,1,0,3,0,4,0,23,2,2,0,2,6,5,1986,1986,1,1,12,10,3,132.0,3,4,1,2,0,3,0,1398,3,208,0,1606,0,4,1,4,1651,0,0,1651,1,0,2,0,3,1,3,7,3,1,1,1986.0,0,2,616,4,4,2,192,0,0,0,0,0,11,2008,8,4,184000
175,176,20,3,84.0,12615,1,3,3,0,0,0,7,2,2,0,2,6,7,1950,2001,1,1,14,15,2,0.0,3,4,1,3,1,0,0,477,5,0,725,1202,0,4,1,4,2158,0,0,2158,1,0,2,0,4,1,2,7,5,1,1,1950.0,2,2,576,4,4,2,0,29,39,0,0,0,6,2007,8,4,243000
176,177,60,3,97.0,10029,1,0,3,0,0,0,4,2,2,0,5,6,5,1988,1989,1,1,9,10,1,268.0,2,4,2,2,3,3,2,831,5,0,320,1151,0,4,1,4,1164,896,0,2060,0,1,2,1,4,1,3,8,5,1,1,1988.0,2,2,521,4,4,2,0,228,0,0,192,0,9,2007,8,4,211000
178,179,20,3,63.0,17423,1,0,3,0,1,0,22,2,2,0,2,9,5,2008,2009,3,1,12,13,3,748.0,0,4,2,0,3,3,2,1904,5,0,312,2216,0,0,1,4,2234,0,0,2234,1,0,2,0,1,1,0,9,5,1,1,2009.0,0,3,1166,4,4,2,0,60,0,0,0,0,7,2009,6,5,501837
179,180,30,4,60.0,8520,1,3,3,0,4,0,17,2,2,0,2,5,6,1923,2006,1,1,13,14,2,0.0,2,4,1,3,3,3,5,0,5,0,968,968,0,4,1,4,968,0,0,968,0,0,1,0,2,1,3,5,5,0,5,1935.0,2,2,480,1,4,0,0,0,184,0,0,0,7,2007,8,4,100000
181,182,70,3,54.0,7588,1,3,3,0,4,0,6,2,2,0,5,7,6,1920,1950,1,1,11,12,2,0.0,3,4,0,1,3,3,3,352,5,0,441,793,0,2,1,4,901,901,0,1802,0,0,1,1,4,1,3,9,5,1,5,1920.0,2,1,216,1,4,2,0,0,40,0,0,0,7,2006,8,4,200100
182,183,20,3,60.0,9060,1,3,3,0,4,0,7,0,2,0,2,5,6,1957,2006,3,1,13,14,1,98.0,3,4,2,4,4,4,6,0,6,0,0,0,0,0,1,4,1340,0,0,1340,0,0,1,0,3,1,3,7,5,1,1,1957.0,1,1,252,4,4,2,116,0,0,180,0,0,6,2007,8,4,120000
183,184,50,4,63.0,11426,1,3,3,0,4,0,17,2,2,0,0,7,5,2003,2003,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,1362,1362,0,0,1,4,1362,720,0,2082,0,0,2,1,3,1,2,6,4,0,5,2003.0,2,2,484,4,4,0,280,238,0,0,0,0,6,2008,8,4,200000
184,185,50,3,92.0,7438,1,0,3,0,4,0,3,6,1,0,0,5,8,1908,1991,1,1,0,10,2,0.0,3,4,2,1,3,3,5,0,5,0,504,504,0,2,1,4,936,316,0,1252,0,0,1,0,3,1,3,5,5,0,1,1986.0,2,2,576,4,4,2,104,0,0,0,0,0,6,2006,8,4,127000
185,186,75,4,90.0,22950,1,1,3,0,4,0,17,0,2,0,3,10,9,1892,1993,1,6,13,14,2,0.0,2,2,0,3,3,2,5,0,5,0,1107,1107,0,0,1,4,1518,1518,572,3608,0,0,2,1,4,1,0,12,5,2,5,1993.0,2,3,840,0,4,2,0,260,0,0,410,0,6,2006,8,4,475000
187,188,50,3,60.0,10410,1,3,3,0,4,0,17,2,2,0,0,5,7,1916,1987,1,1,6,6,2,0.0,3,4,1,1,3,3,5,0,5,0,660,660,0,0,1,4,808,704,144,1656,0,0,2,1,3,1,3,8,3,0,5,1916.0,2,1,180,1,1,0,0,0,0,140,0,0,8,2009,8,4,135000
188,189,90,3,64.0,7018,1,3,0,0,4,0,20,1,2,2,6,5,5,1979,1979,1,1,9,10,3,275.0,3,4,1,2,3,0,2,1086,5,0,0,1086,0,4,1,4,1224,0,0,1224,2,0,0,2,2,2,3,6,5,2,5,1979.0,2,2,528,4,4,2,120,0,0,0,0,0,6,2009,8,2,153337
189,190,120,3,41.0,4923,1,3,3,0,4,0,22,2,2,4,2,8,5,2001,2002,1,1,5,5,2,0.0,2,4,2,0,3,0,2,1153,5,0,440,1593,0,0,1,4,1593,0,0,1593,1,0,1,1,0,1,0,5,5,1,1,2001.0,0,2,682,4,4,2,0,120,0,0,224,0,8,2008,8,4,286000
190,191,70,3,70.0,10570,1,3,0,0,4,1,6,2,2,0,5,8,8,1932,1994,3,1,3,3,2,0.0,2,4,1,2,1,3,4,297,5,0,556,853,0,4,1,4,1549,1178,0,2727,0,0,2,1,3,1,2,10,0,2,5,1932.0,2,2,440,4,4,2,0,74,0,0,0,0,12,2007,8,4,315000
192,193,20,3,68.0,9017,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,2,0.0,2,4,2,2,3,0,2,560,5,0,871,1431,0,0,1,4,1431,0,0,1431,1,0,2,0,3,1,2,6,5,0,1,1999.0,0,2,666,4,4,2,0,35,0,0,0,0,9,2009,8,4,192000
